This list contains all games supported by FB Alpha.

222 games supported in total; X = excluded from build; D = included in debug build only; NW = not working

  name		  status  full name						  parent	  year	  company	  hardware	  remarks
+---------------+-------+-------------------------------------------------------+---------------+-------+---------------+---------------+---------------------------------------+
| tturfu	|  	| Tough Turf (set 1, US, 8751 317-0099)			| tturf		| 1989	| Sega / Sunsoft| System 16B	| 					|
| tturf		|  	| Tough Turf (set 2, Japan, 8751 317-0104)		| 		| 1989	| Sega / Sunsoft| System 16B	| No Sound, Missing Z80 Program		|
| toutrun	|  	| Turbo Out Run (cockpit, FD1094 317-0109)		| 		| 1989	| Sega		| Out Run	| 					|
| toutrunu	|  	| Turbo Out Run (Out Run upgrade, FD1094 317-0118)	| toutrun	| 1989	| Sega		| Out Run	| 					|
| toutrun2	|  	| Turbo Out Run (upright, FD1094 317-unknown)		| toutrun	| 1989	| Sega		| Out Run	| 					|
| upndown	|  	| Up'n Down (315-5030)					| 		| 1983	| Sega		| System 1	| 					|
| upndownu	|  	| Up'n Down (not encrypted)				| upndown	| 1983	| Sega		| System 1	| 					|
| wwallyja	|  	| Wally wo Sagase! (rev A, Japan, FD1094 317-0197A)	| wwallyj	| 1992	| Sega		| System 18	| Incomplete Sound			|
| wwallyj	|  	| Wally wo Sagase! (rev B, Japan, FD1094 317-0197B)	| 		| 1992	| Sega		| System 18	| Incomplete Sound			|
| wmatch	|  	| Water Match (315-5064)				| 		| 1984	| Sega		| System 1	| 					|
| wboyu		|  	| Wonder Boy (not encrypted)				| wboy		| 1986	| Sega (Escape L| System 1	| 					|
| wboyo		|  	| Wonder Boy (set 1, 315-5135)				| wboy		| 1986	| Sega (Escape L| System 1	| 					|
| wboy		|  	| Wonder Boy (set 1, 315-5177)				| 		| 1986	| Sega (Escape L| System 1	| 					|
| wboy2		|  	| Wonder Boy (set 2, 315-5178)				| wboy		| 1986	| Sega (Escape L| System 1	| 					|
| wboy2u	|  	| Wonder Boy (set 2, not encrypted)			| wboy		| 1986	| Sega (Escape L| System 1	| 					|
| wboy3		|  	| Wonder Boy (set 3, 315-5135)				| wboy		| 1986	| Sega (Escape L| System 1	| 					|
| wboy4		|  	| Wonder Boy (set 4, 315-5162)				| wboy		| 1986	| Sega (Escape L| System 1	| 					|
| wbdeluxe	|  	| Wonder Boy Deluxe					| wboy		| 1986	| Sega (Escape L| System 1	| 					|
| wb3bbl	| D	| Wonder Boy III - Monster Lair (bootleg)		| wb3		| 1988	| bootleg	| System 16B	| 					|
| wb31		|  	| Wonder Boy III - Monster Lair (set 1, System 16A, FD10| wb3		| 1988	| Sega / Westone| System 16A	| 					|
| wb32		|  	| Wonder Boy III - Monster Lair (set 2, Japan, System 16| wb3		| 1988	| Sega / Westone| System 16B	| 					|
| wb33		|  	| Wonder Boy III - Monster Lair (set 3, World, System 16| wb3		| 1988	| Sega / Westone| System 16B	| 					|
| wb34		|  	| Wonder Boy III - Monster Lair (set 4, Japan, System 16| wb3		| 1988	| Sega / Westone| System 16B	| 					|
| wb3		|  	| Wonder Boy III - Monster Lair (set 5, World, System 16| 		| 1988	| Sega / Westone| System 16B	| 					|
| wrestwa1	|  	| Wrestle War (set 1, Japan, FD1094 317-0090)		| wrestwar	| 1988	| Sega		| System 16B	| 					|
| wrestwa2	|  	| Wrestle War (set 2, World, FD1094 317-0102)		| wrestwar	| 1988	| Sega		| System 16B	| 					|
| wrestwar	|  	| Wrestle War (set 3, World, 8751 317-0103)		| 		| 1988	| Sega		| System 16B	| 					|
+---------------+-------+-------------------------------------------------------+---------------+-------+---------------+---------------+---------------------------------------+
